state,crop,crop_year,yield_t_per_ha,season,split
Uttar Pradesh,Wheat,2023,4.11,Rabi,train
Haryana,Tomato,2022,22.41,Rabi,train
Haryana,Sugarcane,2019,82.51,Rabi,train
Andhra Pradesh,Onion,2022,14.76,Rabi,train
Rajasthan,Mustard,2023,1.25,Rabi,train
Madhya Pradesh,Gram,2016,0.99,Rabi,train
Tamil Nadu,Jowar,2015,1.11,Kharif,train
Bihar,Onion,2019,14.83,Rabi,train
West Bengal,Rice,2020,3.21,Kharif,train
Maharashtra,Maize,2021,2.9,Kharif,train
Haryana,Tomato,2016,24.34,Rabi,train
Maharashtra,Mustard,2021,1.35,Rabi,train
Bihar,Rice,2022,2.17,Kharif,train
Maharashtra,Cotton,2020,0.5,Kharif,train
Bihar,Rice,2023,3.07,Kharif,train
Maharashtra,Soybean,2024,1.28,Kharif,train
Rajasthan,Potato,2020,20.21,Rabi,train
Tamil Nadu,Onion,2022,18.04,Rabi,train
Andhra Pradesh,Gram,2017,1.21,Rabi,train
Punjab,Potato,2020,26.45,Rabi,train
West Bengal,Potato,2021,23.2,Rabi,train
Punjab,Groundnut,2019,1.58,Kharif,train
Madhya Pradesh,Rice,2021,2.86,Kharif,train
Haryana,Bajra,2020,1.28,Kharif,train
Tamil Nadu,Bajra,2017,1.53,Kharif,train
Uttar Pradesh,Maize,2022,3.75,Kharif,train
Tamil Nadu,Jowar,2021,1.04,Kharif,train
Andhra Pradesh,Rice,2017,3.18,Kharif,train
Karnataka,Maize,2015,2.86,Kharif,train
Gujarat,Cotton,2024,0.54,Kharif,train
Punjab,Bajra,2015,1.54,Kharif,train
Punjab,Cotton,2024,0.56,Kharif,train
Punjab,Jowar,2019,0.83,Kharif,train
Haryana,Cotton,2021,0.55,Kharif,train
Punjab,Sugarcane,2023,67.71,Rabi,train
Maharashtra,Sugarcane,2021,65.63,Rabi,train
Punjab,Tomato,2017,24.74,Rabi,train
Tamil Nadu,Gram,2017,0.9,Rabi,train
Bihar,Sugarcane,2017,63.61,Rabi,train
Haryana,Wheat,2022,3.77,Rabi,train
Punjab,Gram,2020,0.95,Rabi,train
Karnataka,Tomato,2023,29.53,Rabi,train
Madhya Pradesh,Gram,2019,1.29,Rabi,train
Punjab,Gram,2015,0.92,Rabi,train
Punjab,Onion,2018,14.74,Rabi,train
Bihar,Cotton,2021,0.48,Kharif,train
Maharashtra,Sugarcane,2017,69.77,Rabi,train
West Bengal,Bajra,2020,1.54,Kharif,train
Karnataka,Banana,2019,30.51,Rabi,train
Haryana,Rice,2015,2.99,Kharif,train
Haryana,Onion,2021,16.46,Rabi,train
Uttar Pradesh,Bajra,2021,1.42,Kharif,train
West Bengal,Tomato,2022,20.45,Rabi,train
Karnataka,Cotton,2015,0.42,Kharif,train
Bihar,Jowar,2017,0.85,Kharif,train
Punjab,Groundnut,2024,1.62,Kharif,train
Rajasthan,Gram,2021,0.94,Rabi,train
Madhya Pradesh,Onion,2015,19.96,Rabi,train
Andhra Pradesh,Onion,2023,13.61,Rabi,train
Punjab,Soybean,2018,0.98,Kharif,train
Uttar Pradesh,Soybean,2020,1.01,Kharif,train
Punjab,Tomato,2023,28.22,Rabi,train
West Bengal,Jowar,2018,0.9,Kharif,train
Andhra Pradesh,Cotton,2016,0.53,Kharif,train
Karnataka,Groundnut,2020,1.13,Kharif,train
West Bengal,Sugarcane,2025,58.46,Rabi,train
West Bengal,Rice,2019,2.23,Kharif,train
Bihar,Bajra,2024,1.1,Kharif,train
Madhya Pradesh,Soybean,2018,1.27,Kharif,train
Karnataka,Banana,2025,34.19,Rabi,train
Uttar Pradesh,Potato,2018,22.02,Rabi,train
Haryana,Tomato,2019,22.11,Rabi,train
Bihar,Rice,2021,3.09,Kharif,train
Haryana,Soybean,2018,1.13,Kharif,train
Andhra Pradesh,Wheat,2024,3.23,Rabi,train
Punjab,Bajra,2022,1.45,Kharif,train
Rajasthan,Bajra,2016,1.32,Kharif,train
Madhya Pradesh,Wheat,2017,2.9,Rabi,train
Haryana,Onion,2022,19.84,Rabi,train
Rajasthan,Gram,2022,1.14,Rabi,train
Rajasthan,Banana,2020,39.26,Rabi,train
Punjab,Groundnut,2021,1.28,Kharif,train
Punjab,Cotton,2015,0.41,Kharif,train
Gujarat,Jowar,2022,1.16,Kharif,train
West Bengal,Rice,2016,3.01,Kharif,train
Uttar Pradesh,Bajra,2023,1.06,Kharif,train
Madhya Pradesh,Potato,2016,22.96,Rabi,train
Andhra Pradesh,Groundnut,2021,1.4,Kharif,train
Bihar,Wheat,2021,3.69,Rabi,train
Punjab,Rice,2015,2.51,Kharif,train
Gujarat,Cotton,2022,0.52,Kharif,train
Tamil Nadu,Bajra,2016,1.27,Kharif,train
Tamil Nadu,Bajra,2023,1.25,Kharif,train
Gujarat,Maize,2024,3.36,Kharif,train
Punjab,Onion,2020,14.0,Rabi,train
Andhra Pradesh,Bajra,2023,1.18,Kharif,train
Madhya Pradesh,Wheat,2020,3.34,Rabi,train
Gujarat,Bajra,2021,1.19,Kharif,train
Tamil Nadu,Potato,2016,24.19,Rabi,train
Madhya Pradesh,Bajra,2015,1.52,Kharif,train
Rajasthan,Banana,2019,41.74,Rabi,train
Andhra Pradesh,Bajra,2015,1.22,Kharif,train
Bihar,Onion,2017,18.79,Rabi,train
Gujarat,Mustard,2025,1.48,Rabi,train
Uttar Pradesh,Tomato,2023,20.84,Rabi,train
West Bengal,Potato,2020,26.54,Rabi,train
Andhra Pradesh,Jowar,2022,1.06,Kharif,train
Gujarat,Potato,2024,22.18,Rabi,train
Punjab,Soybean,2020,1.14,Kharif,train
Madhya Pradesh,Maize,2021,3.79,Kharif,train
Andhra Pradesh,Gram,2018,0.95,Rabi,train
Karnataka,Rice,2016,2.83,Kharif,train
Punjab,Potato,2022,24.8,Rabi,train
Karnataka,Maize,2020,3.17,Kharif,train
Gujarat,Wheat,2022,3.6,Rabi,train
Haryana,Potato,2018,24.45,Rabi,train
Punjab,Mustard,2017,1.29,Rabi,train
Tamil Nadu,Groundnut,2025,1.26,Kharif,train
Uttar Pradesh,Cotton,2025,0.44,Kharif,train
Gujarat,Onion,2023,17.18,Rabi,train
Tamil Nadu,Mustard,2024,1.41,Rabi,train
West Bengal,Banana,2020,40.44,Rabi,train
West Bengal,Groundnut,2023,1.26,Kharif,train
Rajasthan,Onion,2017,19.32,Rabi,train
Andhra Pradesh,Soybean,2016,0.97,Kharif,train
Punjab,Rice,2024,2.63,Kharif,train
Uttar Pradesh,Bajra,2024,1.47,Kharif,train
Madhya Pradesh,Sugarcane,2019,83.16,Rabi,train
Haryana,Groundnut,2017,1.22,Kharif,train
Karnataka,Potato,2017,24.64,Rabi,train
Uttar Pradesh,Potato,2019,23.06,Rabi,train
Karnataka,Onion,2021,18.55,Rabi,train
Karnataka,Soybean,2015,1.04,Kharif,train
Rajasthan,Mustard,2018,1.53,Rabi,train
West Bengal,Groundnut,2019,1.65,Kharif,train
Uttar Pradesh,Jowar,2024,1.03,Kharif,train
West Bengal,Soybean,2024,1.14,Kharif,train
Andhra Pradesh,Wheat,2017,3.46,Rabi,train
Karnataka,Gram,2016,1.2,Rabi,train
Maharashtra,Rice,2021,2.49,Kharif,train
Madhya Pradesh,Onion,2017,13.82,Rabi,train
Rajasthan,Wheat,2021,3.98,Rabi,train
Karnataka,Cotton,2025,0.59,Kharif,train
Madhya Pradesh,Tomato,2020,28.84,Rabi,train
Maharashtra,Sugarcane,2015,56.7,Rabi,train
Andhra Pradesh,Sugarcane,2017,82.44,Rabi,train
Madhya Pradesh,Cotton,2019,0.59,Kharif,train
Bihar,Wheat,2025,3.76,Rabi,train
Gujarat,Cotton,2023,0.48,Kharif,train
Tamil Nadu,Banana,2016,34.1,Rabi,train
Tamil Nadu,Cotton,2023,0.59,Kharif,train
Uttar Pradesh,Cotton,2024,0.5,Kharif,train
Madhya Pradesh,Rice,2022,2.49,Kharif,train
Bihar,Maize,2018,3.21,Kharif,train
Uttar Pradesh,Maize,2020,2.99,Kharif,train
Karnataka,Gram,2025,1.12,Rabi,train
Madhya Pradesh,Jowar,2017,1.1,Kharif,train
Madhya Pradesh,Tomato,2024,23.29,Rabi,train
Tamil Nadu,Sugarcane,2016,77.98,Rabi,train
Karnataka,Mustard,2017,1.26,Rabi,train
Bihar,Maize,2017,3.82,Kharif,train
Gujarat,Mustard,2023,1.5,Rabi,train
Rajasthan,Soybean,2022,1.26,Kharif,train
Gujarat,Banana,2016,37.7,Rabi,train
West Bengal,Maize,2020,3.7,Kharif,train
West Bengal,Sugarcane,2020,61.78,Rabi,train
Andhra Pradesh,Onion,2019,19.46,Rabi,train
Karnataka,Potato,2020,20.27,Rabi,train
Punjab,Onion,2017,16.74,Rabi,train
Andhra Pradesh,Wheat,2021,3.41,Rabi,train
Madhya Pradesh,Banana,2015,32.56,Rabi,train
Andhra Pradesh,Bajra,2020,1.5,Kharif,train
Madhya Pradesh,Wheat,2015,3.78,Rabi,train
Bihar,Maize,2024,2.99,Kharif,train
Punjab,Potato,2017,24.55,Rabi,train
Punjab,Gram,2016,1.04,Rabi,train
Tamil Nadu,Mustard,2022,1.4,Rabi,train
Karnataka,Soybean,2024,1.31,Kharif,train
West Bengal,Wheat,2022,3.64,Rabi,train
Madhya Pradesh,Banana,2024,34.26,Rabi,train
Andhra Pradesh,Potato,2019,25.37,Rabi,train
Maharashtra,Rice,2024,2.23,Kharif,train
West Bengal,Gram,2021,1.18,Rabi,train
Uttar Pradesh,Wheat,2021,3.4,Rabi,train
Uttar Pradesh,Potato,2016,22.95,Rabi,train
Tamil Nadu,Cotton,2016,0.44,Kharif,train
Karnataka,Tomato,2018,21.64,Rabi,train
Karnataka,Rice,2018,2.97,Kharif,train
Rajasthan,Potato,2019,24.95,Rabi,train
Uttar Pradesh,Mustard,2017,1.04,Rabi,train
Gujarat,Gram,2018,1.3,Rabi,train
Gujarat,Bajra,2017,1.26,Kharif,train
Gujarat,Potato,2021,24.28,Rabi,train
Maharashtra,Banana,2018,29.53,Rabi,train
Haryana,Rice,2022,3.08,Kharif,train
Tamil Nadu,Banana,2020,36.99,Rabi,train
Punjab,Cotton,2020,0.46,Kharif,train
Madhya Pradesh,Sugarcane,2024,77.29,Rabi,train
Punjab,Groundnut,2017,1.43,Kharif,train
Rajasthan,Soybean,2017,1.02,Kharif,train
Andhra Pradesh,Sugarcane,2021,56.96,Rabi,train
Karnataka,Sugarcane,2021,61.71,Rabi,train
Gujarat,Wheat,2020,4.07,Rabi,train
Rajasthan,Potato,2016,19.67,Rabi,train
Tamil Nadu,Soybean,2019,1.22,Kharif,train
Andhra Pradesh,Rice,2015,2.41,Kharif,train
Gujarat,Onion,2022,19.99,Rabi,train
Rajasthan,Jowar,2017,0.81,Kharif,train
Maharashtra,Rice,2019,2.43,Kharif,train
Uttar Pradesh,Rice,2023,3.04,Kharif,train
Andhra Pradesh,Cotton,2015,0.54,Kharif,train
Punjab,Maize,2021,2.79,Kharif,train
Andhra Pradesh,Potato,2022,22.3,Rabi,train
Andhra Pradesh,Banana,2016,41.65,Rabi,train
West Bengal,Mustard,2025,1.14,Rabi,train
Karnataka,Bajra,2025,1.12,Kharif,train
Haryana,Rice,2019,2.4,Kharif,train
Gujarat,Tomato,2018,27.63,Rabi,train
Andhra Pradesh,Cotton,2024,0.58,Kharif,train
Andhra Pradesh,Groundnut,2025,1.65,Kharif,train
Gujarat,Potato,2023,23.2,Rabi,train
Karnataka,Onion,2025,16.48,Rabi,train
Uttar Pradesh,Banana,2022,33.36,Rabi,train
Karnataka,Jowar,2022,0.96,Kharif,train
Tamil Nadu,Soybean,2023,1.16,Kharif,train
Tamil Nadu,Cotton,2024,0.54,Kharif,train
Maharashtra,Groundnut,2019,1.15,Kharif,train
Madhya Pradesh,Groundnut,2017,1.66,Kharif,train
Maharashtra,Banana,2023,38.1,Rabi,train
Haryana,Tomato,2018,28.26,Rabi,train
Madhya Pradesh,Tomato,2021,27.33,Rabi,train
Rajasthan,Mustard,2025,1.44,Rabi,train
Bihar,Jowar,2025,1.09,Kharif,train
Andhra Pradesh,Rice,2016,2.96,Kharif,train
Gujarat,Gram,2017,0.89,Rabi,train
Bihar,Sugarcane,2018,70.18,Rabi,train
Bihar,Jowar,2020,0.9,Kharif,train
Karnataka,Soybean,2025,0.97,Kharif,train
Andhra Pradesh,Sugarcane,2025,79.1,Rabi,train
Tamil Nadu,Tomato,2024,20.02,Rabi,train
Punjab,Soybean,2024,1.04,Kharif,train
Bihar,Cotton,2023,0.57,Kharif,train
Maharashtra,Tomato,2022,22.49,Rabi,train
Andhra Pradesh,Wheat,2016,4.17,Rabi,train
Andhra Pradesh,Wheat,2023,3.6,Rabi,train
Karnataka,Potato,2025,22.04,Rabi,train
Karnataka,Jowar,2016,0.89,Kharif,train
Tamil Nadu,Potato,2018,25.74,Rabi,train
Rajasthan,Jowar,2025,0.82,Kharif,train
Gujarat,Cotton,2018,0.53,Kharif,train
Gujarat,Bajra,2016,1.17,Kharif,train
Karnataka,Potato,2019,21.27,Rabi,train
West Bengal,Rice,2021,2.92,Kharif,train
Karnataka,Maize,2018,3.83,Kharif,train
Madhya Pradesh,Tomato,2023,29.32,Rabi,train
Madhya Pradesh,Potato,2017,20.12,Rabi,train
Uttar Pradesh,Jowar,2018,0.86,Kharif,train
Haryana,Soybean,2015,1.12,Kharif,train
Punjab,Tomato,2024,22.85,Rabi,train
Bihar,Banana,2017,37.48,Rabi,train
Uttar Pradesh,Bajra,2019,1.55,Kharif,train
Uttar Pradesh,Potato,2025,24.25,Rabi,train
Haryana,Wheat,2015,3.12,Rabi,train
Tamil Nadu,Sugarcane,2023,72.24,Rabi,train
West Bengal,Tomato,2017,23.63,Rabi,train
Gujarat,Tomato,2015,22.1,Rabi,train
West Bengal,Onion,2022,13.83,Rabi,train
Maharashtra,Soybean,2016,0.99,Kharif,train
Punjab,Potato,2021,21.29,Rabi,train
Andhra Pradesh,Gram,2024,1.27,Rabi,train
Karnataka,Sugarcane,2018,62.09,Rabi,train
Gujarat,Banana,2015,30.76,Rabi,train
Rajasthan,Sugarcane,2016,78.6,Rabi,train
Haryana,Bajra,2018,1.31,Kharif,train
Punjab,Cotton,2018,0.54,Kharif,train
Bihar,Cotton,2022,0.51,Kharif,train
Madhya Pradesh,Rice,2017,2.2,Kharif,train
West Bengal,Gram,2022,1.01,Rabi,train
Gujarat,Soybean,2025,1.0,Kharif,train
Karnataka,Mustard,2024,1.36,Rabi,train
Bihar,Tomato,2019,26.12,Rabi,train
Madhya Pradesh,Onion,2016,18.67,Rabi,train
Haryana,Maize,2019,2.85,Kharif,train
Karnataka,Groundnut,2021,1.43,Kharif,train
Uttar Pradesh,Jowar,2020,1.0,Kharif,train
Madhya Pradesh,Wheat,2019,3.62,Rabi,train
Madhya Pradesh,Soybean,2016,0.96,Kharif,train
West Bengal,Gram,2023,1.14,Rabi,train
Bihar,Soybean,2017,1.24,Kharif,train
Madhya Pradesh,Tomato,2017,20.6,Rabi,train
Uttar Pradesh,Onion,2020,14.67,Rabi,train
Tamil Nadu,Soybean,2024,1.13,Kharif,train
Karnataka,Rice,2015,2.61,Kharif,train
Gujarat,Banana,2022,31.7,Rabi,train
Maharashtra,Jowar,2015,1.03,Kharif,train
Punjab,Bajra,2019,1.39,Kharif,train
Uttar Pradesh,Onion,2025,17.32,Rabi,train
Rajasthan,Tomato,2025,20.55,Rabi,train
Karnataka,Mustard,2016,1.2,Rabi,train
Maharashtra,Soybean,2025,1.1,Kharif,train
Rajasthan,Onion,2021,19.79,Rabi,train
Punjab,Groundnut,2016,1.37,Kharif,train
Karnataka,Maize,2016,3.59,Kharif,train
Bihar,Groundnut,2023,1.64,Kharif,train
Rajasthan,Onion,2020,13.71,Rabi,train
Madhya Pradesh,Groundnut,2020,1.58,Kharif,train
Maharashtra,Rice,2018,2.32,Kharif,train
Andhra Pradesh,Jowar,2015,0.95,Kharif,train
Gujarat,Rice,2020,2.2,Kharif,train
Punjab,Wheat,2015,2.93,Rabi,train
Uttar Pradesh,Tomato,2015,24.05,Rabi,train
Haryana,Bajra,2024,1.4,Kharif,train
Tamil Nadu,Tomato,2025,20.34,Rabi,train
Andhra Pradesh,Cotton,2018,0.55,Kharif,train
West Bengal,Onion,2015,17.9,Rabi,train
Madhya Pradesh,Maize,2023,2.95,Kharif,train
Bihar,Jowar,2024,1.11,Kharif,train
Rajasthan,Cotton,2024,0.46,Kharif,train
Madhya Pradesh,Maize,2022,3.46,Kharif,train
Karnataka,Maize,2019,2.69,Kharif,train
Punjab,Banana,2020,41.7,Rabi,train
Karnataka,Tomato,2019,26.95,Rabi,train
Bihar,Tomato,2023,25.96,Rabi,train
Haryana,Groundnut,2019,1.57,Kharif,train
Uttar Pradesh,Rice,2020,2.3,Kharif,train
Rajasthan,Sugarcane,2017,65.55,Rabi,train
Tamil Nadu,Sugarcane,2020,66.07,Rabi,train
Maharashtra,Wheat,2024,3.08,Rabi,train
Gujarat,Maize,2021,3.38,Kharif,train
Tamil Nadu,Maize,2018,3.01,Kharif,train
Madhya Pradesh,Soybean,2024,0.9,Kharif,train
West Bengal,Onion,2017,14.66,Rabi,train
Madhya Pradesh,Soybean,2017,1.04,Kharif,train
Andhra Pradesh,Groundnut,2018,1.4,Kharif,train
Andhra Pradesh,Sugarcane,2019,61.76,Rabi,train
Gujarat,Gram,2015,1.16,Rabi,train
Rajasthan,Mustard,2020,1.26,Rabi,train
Maharashtra,Maize,2019,3.8,Kharif,train
Punjab,Maize,2015,3.66,Kharif,train
Uttar Pradesh,Maize,2019,3.14,Kharif,train
Andhra Pradesh,Jowar,2016,1.15,Kharif,train
Andhra Pradesh,Banana,2018,29.43,Rabi,train
West Bengal,Wheat,2020,3.33,Rabi,train
Uttar Pradesh,Rice,2025,2.32,Kharif,train
Uttar Pradesh,Soybean,2017,1.06,Kharif,train
Uttar Pradesh,Mustard,2015,1.39,Rabi,train
Haryana,Sugarcane,2023,60.23,Rabi,train
Karnataka,Onion,2024,19.73,Rabi,train
Andhra Pradesh,Tomato,2021,26.18,Rabi,train
Bihar,Groundnut,2022,1.48,Kharif,train
Tamil Nadu,Wheat,2025,3.03,Rabi,train
Rajasthan,Bajra,2019,1.16,Kharif,train
Punjab,Groundnut,2020,1.6,Kharif,train
Tamil Nadu,Wheat,2022,3.49,Rabi,train
Tamil Nadu,Onion,2018,17.09,Rabi,train
Tamil Nadu,Soybean,2018,1.26,Kharif,train
Bihar,Onion,2022,19.82,Rabi,train
Andhra Pradesh,Mustard,2025,1.21,Rabi,train
Madhya Pradesh,Cotton,2018,0.53,Kharif,train
West Bengal,Jowar,2019,0.94,Kharif,train
Tamil Nadu,Rice,2021,2.71,Kharif,train
Punjab,Mustard,2025,1.53,Rabi,train
Tamil Nadu,Soybean,2025,1.03,Kharif,train
West Bengal,Sugarcane,2023,78.17,Rabi,train
Rajasthan,Banana,2023,39.87,Rabi,train
Madhya Pradesh,Jowar,2023,0.99,Kharif,train
Maharashtra,Onion,2023,18.49,Rabi,train
Madhya Pradesh,Cotton,2025,0.44,Kharif,train
Andhra Pradesh,Potato,2017,19.32,Rabi,train
Andhra Pradesh,Gram,2023,1.08,Rabi,train
Bihar,Banana,2025,39.01,Rabi,train
Andhra Pradesh,Soybean,2021,0.92,Kharif,train
Uttar Pradesh,Banana,2018,30.87,Rabi,train
Maharashtra,Potato,2024,23.82,Rabi,train
Tamil Nadu,Mustard,2023,1.48,Rabi,train
Tamil Nadu,Jowar,2023,1.06,Kharif,train
Madhya Pradesh,Gram,2024,1.22,Rabi,train
Maharashtra,Wheat,2021,3.45,Rabi,train
Maharashtra,Gram,2021,0.99,Rabi,train
Gujarat,Mustard,2015,1.12,Rabi,train
West Bengal,Bajra,2025,1.54,Kharif,train
West Bengal,Bajra,2016,1.54,Kharif,train
Tamil Nadu,Banana,2021,41.51,Rabi,train
Madhya Pradesh,Jowar,2024,1.18,Kharif,train
Punjab,Bajra,2021,1.51,Kharif,train
Madhya Pradesh,Onion,2018,18.12,Rabi,train
West Bengal,Maize,2017,3.1,Kharif,train
Tamil Nadu,Groundnut,2018,1.45,Kharif,train
Karnataka,Rice,2020,2.88,Kharif,train
Punjab,Bajra,2024,1.45,Kharif,train
Maharashtra,Banana,2022,41.18,Rabi,train
Rajasthan,Tomato,2022,27.33,Rabi,train
Maharashtra,Gram,2023,1.08,Rabi,train
Uttar Pradesh,Cotton,2021,0.46,Kharif,train
Haryana,Soybean,2019,0.99,Kharif,train
Maharashtra,Banana,2021,37.55,Rabi,train
Karnataka,Bajra,2015,1.11,Kharif,train
Madhya Pradesh,Banana,2023,37.94,Rabi,train
Karnataka,Cotton,2023,0.45,Kharif,train
Punjab,Sugarcane,2017,70.71,Rabi,train
Gujarat,Sugarcane,2024,77.89,Rabi,train
West Bengal,Cotton,2024,0.44,Kharif,train
Tamil Nadu,Rice,2016,2.2,Kharif,train
Karnataka,Sugarcane,2022,63.14,Rabi,train
Madhya Pradesh,Bajra,2018,1.51,Kharif,train
Andhra Pradesh,Potato,2024,20.76,Rabi,train
Rajasthan,Banana,2025,35.24,Rabi,train
Punjab,Rice,2019,2.74,Kharif,train
Tamil Nadu,Wheat,2017,4.19,Rabi,train
West Bengal,Potato,2016,25.5,Rabi,train
Haryana,Groundnut,2025,1.41,Kharif,train
Bihar,Tomato,2017,27.89,Rabi,train
West Bengal,Banana,2024,41.0,Rabi,train
Uttar Pradesh,Bajra,2018,1.21,Kharif,train
Tamil Nadu,Wheat,2016,4.0,Rabi,train
Tamil Nadu,Onion,2025,16.01,Rabi,train
Karnataka,Wheat,2016,3.08,Rabi,train
West Bengal,Jowar,2017,0.82,Kharif,train
Haryana,Gram,2022,1.27,Rabi,train
Gujarat,Sugarcane,2016,74.33,Rabi,train
Bihar,Potato,2016,25.61,Rabi,train
Haryana,Mustard,2020,1.26,Rabi,train
Punjab,Mustard,2021,1.18,Rabi,train
Tamil Nadu,Banana,2019,31.71,Rabi,train
Andhra Pradesh,Potato,2018,19.3,Rabi,train
Maharashtra,Onion,2017,19.61,Rabi,train
Punjab,Sugarcane,2021,83.44,Rabi,train
Bihar,Sugarcane,2022,65.27,Rabi,train
Madhya Pradesh,Tomato,2015,21.42,Rabi,train
Karnataka,Rice,2023,2.48,Kharif,train
Gujarat,Potato,2017,23.69,Rabi,train
Tamil Nadu,Jowar,2019,0.86,Kharif,train
Andhra Pradesh,Wheat,2015,3.73,Rabi,train
Uttar Pradesh,Gram,2023,1.13,Rabi,train
Karnataka,Mustard,2018,1.34,Rabi,train
Maharashtra,Banana,2019,30.16,Rabi,train
Uttar Pradesh,Tomato,2018,21.3,Rabi,train
Maharashtra,Wheat,2020,3.45,Rabi,train
Haryana,Banana,2016,35.76,Rabi,train
Punjab,Wheat,2023,3.36,Rabi,train
Madhya Pradesh,Maize,2017,3.69,Kharif,train
Punjab,Cotton,2017,0.44,Kharif,train
Karnataka,Onion,2015,16.03,Rabi,train
Karnataka,Rice,2017,2.89,Kharif,train
West Bengal,Jowar,2023,0.82,Kharif,train
Uttar Pradesh,Onion,2015,18.16,Rabi,train
Karnataka,Groundnut,2022,1.48,Kharif,train
Maharashtra,Cotton,2024,0.58,Kharif,train
Madhya Pradesh,Groundnut,2025,1.33,Kharif,train
Rajasthan,Tomato,2019,25.83,Rabi,train
Tamil Nadu,Tomato,2021,25.86,Rabi,train
Andhra Pradesh,Sugarcane,2015,80.3,Rabi,train
Haryana,Onion,2018,16.72,Rabi,train
Gujarat,Groundnut,2023,1.25,Kharif,train
Tamil Nadu,Gram,2020,1.19,Rabi,train
Madhya Pradesh,Jowar,2018,1.17,Kharif,train
Rajasthan,Sugarcane,2025,62.11,Rabi,train
Uttar Pradesh,Banana,2020,41.66,Rabi,train
Punjab,Banana,2015,35.4,Rabi,train
Karnataka,Gram,2019,1.13,Rabi,train
Karnataka,Maize,2021,3.61,Kharif,train
Andhra Pradesh,Banana,2017,38.2,Rabi,train
Maharashtra,Jowar,2024,0.91,Kharif,train
Madhya Pradesh,Maize,2018,3.17,Kharif,train
Bihar,Potato,2020,23.42,Rabi,train
Maharashtra,Tomato,2023,22.66,Rabi,train
Rajasthan,Tomato,2023,24.08,Rabi,train
Punjab,Wheat,2021,4.13,Rabi,train
Punjab,Jowar,2021,0.86,Kharif,train
Gujarat,Maize,2019,3.65,Kharif,train
Andhra Pradesh,Jowar,2018,0.98,Kharif,train
Rajasthan,Gram,2016,1.1,Rabi,train
Karnataka,Soybean,2018,1.0,Kharif,train
Karnataka,Banana,2016,38.69,Rabi,train
Rajasthan,Jowar,2023,1.15,Kharif,train
Haryana,Maize,2018,2.84,Kharif,train
Tamil Nadu,Mustard,2021,1.43,Rabi,train
Tamil Nadu,Rice,2017,2.85,Kharif,train
Rajasthan,Bajra,2025,1.09,Kharif,train
Bihar,Banana,2016,34.14,Rabi,train
Maharashtra,Bajra,2016,1.51,Kharif,train
Haryana,Wheat,2019,2.84,Rabi,train
Haryana,Gram,2019,1.2,Rabi,train
Maharashtra,Rice,2016,2.85,Kharif,train
West Bengal,Maize,2022,3.63,Kharif,train
West Bengal,Cotton,2025,0.55,Kharif,train
Bihar,Banana,2021,37.03,Rabi,train
Bihar,Gram,2020,1.08,Rabi,train
Maharashtra,Maize,2015,3.76,Kharif,train
Rajasthan,Mustard,2021,1.48,Rabi,train
Tamil Nadu,Onion,2017,16.54,Rabi,train
Uttar Pradesh,Mustard,2018,1.45,Rabi,train
Punjab,Banana,2018,28.38,Rabi,train
Andhra Pradesh,Groundnut,2015,1.67,Kharif,train
Andhra Pradesh,Cotton,2022,0.56,Kharif,train
Punjab,Wheat,2020,3.68,Rabi,train
Bihar,Sugarcane,2021,78.17,Rabi,train
Tamil Nadu,Onion,2020,14.5,Rabi,train
Rajasthan,Gram,2019,0.93,Rabi,train
Maharashtra,Sugarcane,2022,64.85,Rabi,train
Bihar,Sugarcane,2025,72.42,Rabi,train
Maharashtra,Banana,2024,37.06,Rabi,train
Bihar,Jowar,2018,0.81,Kharif,train
Tamil Nadu,Maize,2022,2.91,Kharif,train
Bihar,Banana,2022,36.82,Rabi,train
Bihar,Wheat,2023,2.84,Rabi,train
Karnataka,Gram,2017,1.27,Rabi,train
Rajasthan,Sugarcane,2019,56.05,Rabi,train
Haryana,Bajra,2023,1.53,Kharif,val
Madhya Pradesh,Gram,2020,0.96,Rabi,val
Bihar,Jowar,2019,1.09,Kharif,val
Haryana,Potato,2020,23.45,Rabi,val
Punjab,Maize,2019,2.95,Kharif,val
West Bengal,Soybean,2019,1.26,Kharif,val
Uttar Pradesh,Soybean,2023,1.11,Kharif,val
Rajasthan,Bajra,2018,1.54,Kharif,val
Gujarat,Tomato,2017,23.92,Rabi,val
Haryana,Potato,2024,24.38,Rabi,val
Punjab,Cotton,2019,0.49,Kharif,val
Madhya Pradesh,Groundnut,2016,1.19,Kharif,val
Tamil Nadu,Potato,2015,27.54,Rabi,val
Gujarat,Onion,2016,16.46,Rabi,val
Uttar Pradesh,Gram,2022,1.25,Rabi,val
West Bengal,Maize,2019,3.6,Kharif,val
Rajasthan,Gram,2015,0.93,Rabi,val
Madhya Pradesh,Maize,2020,2.88,Kharif,val
Rajasthan,Wheat,2015,3.0,Rabi,val
Maharashtra,Mustard,2016,1.05,Rabi,val
West Bengal,Sugarcane,2017,72.99,Rabi,val
Andhra Pradesh,Potato,2023,18.59,Rabi,val
Andhra Pradesh,Rice,2018,2.97,Kharif,val
Gujarat,Groundnut,2022,1.43,Kharif,val
Bihar,Cotton,2024,0.46,Kharif,val
Bihar,Banana,2015,36.05,Rabi,val
Andhra Pradesh,Mustard,2017,1.41,Rabi,val
West Bengal,Banana,2016,40.99,Rabi,val
Madhya Pradesh,Gram,2023,1.24,Rabi,val
